gene_id	logFC	species	host	treat
Bradi1g67930	-2.02269075849796	Bdistachyon	S.indica	TStreat-TSmock
Bradi3g51230	-2.0167198446383603	Bdistachyon	S.indica	TStreat-TSmock
Bradi3g52400	2.01428756830032	Bdistachyon	S.indica	TStreat-TSmock
Bradi2g16640	-2.00256582529028	Bdistachyon	S.indica	TStreat-TSmock
Bradi4g28210	-2.00007160592192	Bdistachyon	S.indica	TStreat-TSmock
Bradi2g22440	1.9942362626724601	Bdistachyon	S.indica	TStreat-TSmock
Bradi4g12990	1.9927910992642701	Bdistachyon	S.indica	TStreat-TSmock
Bradi3g41110	-1.9923866334309097	Bdistachyon	S.indica	TStreat-TSmock
Bradi3g04583	-1.9918608857872298	Bdistachyon	S.indica	TStreat-TSmock
Bradi1g24980	1.9868055317029598	Bdistachyon	S.indica	TStreat-TSmock
Bradi3g57680	1.98354388199633	Bdistachyon	S.indica	TStreat-TSmock
Bradi3g00311	1.9826692220950701	Bdistachyon	S.indica	TStreat-TSmock
Bradi5g13440	-1.98047911766924	Bdistachyon	S.indica	TStreat-TSmock
Bradi2g23450	1.9804655774081001	Bdistachyon	S.indica	TStreat-TSmock
Bradi3g15250	1.97964772011466	Bdistachyon	S.indica	TStreat-TSmock
Bradi1g45660	1.97181534490906	Bdistachyon	S.indica	TStreat-TSmock
Bradi2g14147	1.9685860460191598	Bdistachyon	S.indica	TStreat-TSmock
Bradi3g15190	1.96711649868251	Bdistachyon	S.indica	TStreat-TSmock
Bradi3g48590	1.9658534082535402	Bdistachyon	S.indica	TStreat-TSmock
Bradi2g52630	-1.96004372502471	Bdistachyon	S.indica	TStreat-TSmock
Bradi4g00100	-1.9572240097523799	Bdistachyon	S.indica	TStreat-TSmock
Bradi5g12050	-1.95426914062345	Bdistachyon	S.indica	TStreat-TSmock
Bradi1g06495	1.95168484104956	Bdistachyon	S.indica	TStreat-TSmock
Bradi2g22810	-1.94819766611891	Bdistachyon	S.indica	TStreat-TSmock
Bradi4g11770	1.9453363377820398	Bdistachyon	S.indica	TStreat-TSmock
Bradi1g36310	-1.9445197265539198	Bdistachyon	S.indica	TStreat-TSmock
Bradi1g34834	-1.94095929627577	Bdistachyon	S.indica	TStreat-TSmock
Bradi2g11926	1.9408920435031	Bdistachyon	S.indica	TStreat-TSmock
Bradi3g02950	1.9405924121535802	Bdistachyon	S.indica	TStreat-TSmock
Bradi4g44980	1.93308351251361	Bdistachyon	S.indica	TStreat-TSmock
Bradi3g39980	1.93043540413737	Bdistachyon	S.indica	TStreat-TSmock
Bradi3g14760	1.93022363057666	Bdistachyon	S.indica	TStreat-TSmock
Bradi2g12192	-1.92009414188739	Bdistachyon	S.indica	TStreat-TSmock
Bradi1g10200	-1.9118958074218702	Bdistachyon	S.indica	TStreat-TSmock
Bradi2g50480	-1.9118910829970401	Bdistachyon	S.indica	TStreat-TSmock
Bradi1g43970	1.91119993442597	Bdistachyon	S.indica	TStreat-TSmock
