Orthogroup	pathogen_class_type	logFC
OG0011110	bacterium_and_insect	2.95504731798682
OG0011154	bacterium_and_insect	3.09378650049204
OG0011166	bacterium_and_insect	2.64132668366373
OG0011209	bacterium_and_insect	1.80725144080237
OG0011551	bacterium_and_insect	1.40182260423489
OG0011566	bacterium_and_insect	2.78598298129075
OG0011574	bacterium_and_insect	1.01627669932842
OG0011734	bacterium_and_insect	2.57421447147239
OG0011763	bacterium_and_insect	1.44470587748727
OG0011771	bacterium_and_insect	4.61495205084553
OG0011838	bacterium_and_insect	3.19539425623862
OG0011897	bacterium_and_insect	2.44431631404878
OG0012036	bacterium_and_insect	1.28309886860544
OG0012409	bacterium_and_insect	1.43519895169562
OG0012574	bacterium_and_insect	1.37702615843305
OG0012641	bacterium_and_insect	1.216386260103
OG0012902	bacterium_and_insect	1.50516019813863
OG0013736	bacterium_and_insect	1.68860472440484
OG0013817	bacterium_and_insect	1.70250589430317
OG0014182	bacterium_and_insect	4.57978786766801
OG0014185	bacterium_and_insect	5.2389746262736
OG0014456	bacterium_and_insect	3.2106174890568
OG0015048	bacterium_and_insect	5.22017167906487
OG0015103	bacterium_and_insect	2.01400248809152
OG0017540	bacterium_and_insect	3.59599753100737
OG0018021	bacterium_and_insect	3.77621357786682
OG0018085	bacterium_and_insect	7.39442175765026
OG0019893	bacterium_and_insect	4.89938266286124
OG0031241	bacterium_and_insect	7.48004266614055
OG0037788	bacterium_and_insect	8.8192493259898
OG0037826	bacterium_and_insect	4.2590166561055
OG0000043	fungus	3.71661470689301
OG0000049	fungus	1.15852338321685
OG0000053	fungus	10.1946464603134
OG0000069	fungus	2.60267654301711
OG0000087	fungus	3.22589145336726
OG0000089	fungus	2.53349459493165
OG0000090	fungus	1.77760836535619
OG0000113	fungus	1.43386674803245
OG0000127	fungus	5.01672541348517
OG0000142	fungus	10.003499374315
OG0000148	fungus	3.13261991343631
OG0000155	fungus	4.59047798747552
OG0000197	fungus	1.36768845774518
OG0000199	fungus	4.53973634240478
OG0000201	fungus	2.40776097448631
OG0000205	fungus	1.68120704677772
OG0000209	fungus	1.83057408650929
OG0000226	fungus	1.44896504505728
OG0000227	fungus	2.92258450066994
OG0000251	fungus	3.75696277986702
OG0000259	fungus	9.01228505020806
OG0000261	fungus	3.64959788904601
OG0000264	fungus	1.41641599253442
OG0000281	fungus	8.15644528071551
OG0000283	fungus	1.13075376125902
OG0000298	fungus	7.69812871717201
OG0000304	fungus	1.47125797337406
OG0000320	fungus	4.65060302591158
OG0000326	fungus	3.32718271365959
OG0000332	fungus	1.4739205756963
OG0000355	fungus	8.58828565892443
OG0000358	fungus	5.96499733271198
OG0000381	fungus	2.06138602860932
OG0000393	fungus	1.71697890019957
OG0000403	fungus	2.48848538854276
OG0000412	fungus	2.04371290670799
OG0000435	fungus	3.74439100503381
OG0000439	fungus	1.99249649711163
OG0000447	fungus	2.82714115202373
OG0000465	fungus	2.47098023838474
OG0000466	fungus	4.44284494109014
OG0000486	fungus	2.63661169144861
OG0000488	fungus	4.03824214222951
OG0000489	fungus	8.2573887092244
OG0000501	fungus	2.5658268762052
OG0000505	fungus	2.03902106916805
OG0000516	fungus	4.54422620774896
OG0000519	fungus	1.45650959720424
OG0000520	fungus	2.74214875270099
OG0000528	fungus	5.24679678740252
OG0000530	fungus	1.59308012031302
OG0000533	fungus	4.00684235656355
OG0000574	fungus	3.05804562616307
OG0000578	fungus	1.57948279721909
OG0000587	fungus	9.93760731260216
OG0000592	fungus	6.17711192001243
OG0000593	fungus	2.70262626624692
OG0000613	fungus	7.51167966423693
OG0000622	fungus	2.13712416999362
OG0000625	fungus	1.51220094691573
OG0000639	fungus	4.26875606165087
OG0000657	fungus	5.62944249449442
OG0000662	fungus	10.6192157793181
OG0000664	fungus	5.7864091526818
OG0000697	fungus	3.51067786626832
OG0000706	fungus	2.24635497820812
OG0000708	fungus	3.9151464066912
OG0000712	fungus	2.71403009022706
OG0000713	fungus	3.57803817191988
OG0000720	fungus	2.89805350409231
OG0000740	fungus	6.74554042899106
OG0000743	fungus	3.25823486970744
OG0000754	fungus	1.52126010393861
OG0000767	fungus	1.30917272408847
OG0000778	fungus	1.00793156145374
OG0000783	fungus	1.49671436609635
OG0000797	fungus	2.26094524653004
OG0000798	fungus	5.59345761147153
OG0000819	fungus	1.78655233232044
OG0000841	fungus	2.13983465006302
OG0000853	fungus	2.16120757396815
OG0000861	fungus	7.65006533296258
OG0000875	fungus	5.18035590034728
OG0000884	fungus	1.70291149355529
OG0000886	fungus	1.99245834278688
OG0000889	fungus	3.35609904343513
OG0000893	fungus	1.32629182023134
OG0000898	fungus	2.03575188675712
OG0000899	fungus	1.85271509286392
OG0000909	fungus	4.14770017103309
OG0000920	fungus	4.03642975933698
OG0000932	fungus	3.53325184695132
OG0000935	fungus	1.16737419364571
OG0000942	fungus	2.14785199375411
OG0000945	fungus	1.53931320316063
OG0000946	fungus	1.59555542315913
OG0000947	fungus	1.19535247008494
OG0000957	fungus	1.81392718460657
OG0000981	fungus	1.54686597370315
OG0000984	fungus	2.58179118749743
OG0000996	fungus	11.1523389989357
OG0001003	fungus	1.87665647545309
OG0001024	fungus	8.68982555194652
OG0001029	fungus	1.21091362555823
OG0001034	fungus	2.20757665290182
OG0001035	fungus	5.75611486099437
OG0001043	fungus	3.21971615700454
OG0001044	fungus	10.2761016801117
OG0001059	fungus	4.34174706189386
OG0001062	fungus	1.40831864944407
OG0001066	fungus	1.25336848507264
OG0001067	fungus	2.52697706393886
OG0001068	fungus	1.5669695338693
OG0001069	fungus	2.56551605914184
OG0001080	fungus	1.00720739038261
OG0001086	fungus	1.67626946400275
OG0001092	fungus	2.23136664203825
OG0001094	fungus	2.09486890179588
OG0001105	fungus	5.1592830695147
OG0001106	fungus	4.50603592452542
OG0001114	fungus	1.21998926896923
OG0001126	fungus	12.7432601701025
OG0001131	fungus	2.44077486105698
OG0001139	fungus	5.7835133014311
OG0001142	fungus	1.41498572384
OG0001148	fungus	2.15410412467138
OG0001150	fungus	3.3032992785859
OG0001155	fungus	4.02250679540291
OG0001161	fungus	1.30767343239905
OG0001166	fungus	3.608487717331
OG0001186	fungus	3.31620281376081
OG0001212	fungus	1.3799961407143
OG0001224	fungus	2.97304977204577
OG0001228	fungus	1.46753395579611
OG0001248	fungus	2.80928547727192
OG0001249	fungus	1.05410004105446
OG0001255	fungus	3.03138747264595
OG0001256	fungus	5.83082213971805
OG0001260	fungus	2.23572224368947
OG0001275	fungus	1.98685782481369
OG0001277	fungus	1.50313113511506
OG0001278	fungus	4.95044533103686
OG0001285	fungus	1.47267943226203
OG0001287	fungus	1.60952546237034
OG0001293	fungus	1.70646623759197
OG0001303	fungus	7.04170174933114
OG0001319	fungus	10.4967211081734
OG0001320	fungus	1.9070888678063
OG0001324	fungus	1.52383325301664
OG0001330	fungus	5.32750189565791
OG0001332	fungus	1.03143196716975
OG0001334	fungus	1.56801782380561
OG0001336	fungus	3.15152293695457
OG0001347	fungus	1.52087690072278
OG0001360	fungus	1.30235041791003
OG0001366	fungus	2.44818924530446
OG0001371	fungus	2.41060314831873
OG0001378	fungus	3.64680658615708
OG0001387	fungus	1.94524633746502
OG0001388	fungus	4.74319482856361
OG0001390	fungus	1.95812283335493
OG0001392	fungus	1.84491764688556
OG0001393	fungus	1.31019639986855
OG0001397	fungus	1.94410570264984
OG0001402	fungus	1.01471946757101
OG0001403	fungus	2.05993105650813
OG0001404	fungus	3.78746621124588
OG0001406	fungus	1.20753013308854
OG0001410	fungus	2.14934306881972
OG0001412	fungus	4.33302622084336
OG0001424	fungus	1.25294877692786
OG0001428	fungus	2.15917424242204
OG0001438	fungus	2.53033041450124
OG0001445	fungus	2.57912878335243
OG0001446	fungus	2.33680414797255
OG0001453	fungus	2.93404133808562
OG0001455	fungus	1.09082185767554
OG0001458	fungus	1.1601179557358
OG0001462	fungus	1.95798563553618
OG0001465	fungus	4.27056091997039
OG0001474	fungus	8.40251084235299
OG0001478	fungus	1.86437159581627
OG0001481	fungus	1.51634411931237
OG0001487	fungus	2.09170145725605
OG0001489	fungus	2.34140794153453
OG0001494	fungus	1.86647262519382
OG0001496	fungus	2.87489441430471
OG0001504	fungus	5.21477010613519
OG0001506	fungus	1.98677144294872
OG0001509	fungus	1.03164589203825
OG0001520	fungus	1.42672643532873
OG0001521	fungus	5.23794873898355
OG0001522	fungus	1.73555807897574
OG0001533	fungus	1.52455021246234
OG0001551	fungus	1.08654761123662
OG0001561	fungus	1.37734372953847
OG0001573	fungus	1.31940955768002
OG0001574	fungus	1.40366306500601
OG0001581	fungus	7.02050118559928
OG0001582	fungus	2.07025355894885
OG0001586	fungus	1.64268399820842
OG0001592	fungus	4.50650224926082
OG0001595	fungus	1.08266365546984
OG0001611	fungus	2.9477354346361
OG0001618	fungus	4.85594002579497
OG0001619	fungus	1.18857508922939
OG0001621	fungus	2.57410704844269
OG0001632	fungus	2.35034556951449
OG0001638	fungus	1.07923798062158
OG0001641	fungus	1.86741171279219
OG0001642	fungus	2.92767782790059
OG0001644	fungus	2.24741365925792
OG0001645	fungus	1.99164910886344
OG0001646	fungus	1.34295255311032
OG0001649	fungus	1.75940283780245
OG0001659	fungus	1.20148391409587
OG0001662	fungus	1.03168940182356
OG0001664	fungus	1.64683152075546
OG0001670	fungus	1.6950959937797
OG0001674	fungus	2.65580086315123
OG0001679	fungus	2.82898354669087
OG0001692	fungus	1.39401482013623
OG0001697	fungus	1.52542916436503
OG0001701	fungus	2.33311749652075
OG0001721	fungus	2.66180710760935
OG0001722	fungus	1.13770500442887
OG0001729	fungus	1.43091093010701
OG0001730	fungus	1.37802091985273
OG0001731	fungus	2.24894555692966
OG0001733	fungus	2.85205076649651
OG0001738	fungus	2.23372858838741
OG0001747	fungus	1.04605133598
OG0001748	fungus	9.4106286913512
OG0001757	fungus	5.4778208278445
OG0001760	fungus	3.72542715347991
OG0001761	fungus	1.22634398492235
OG0001768	fungus	1.43620513138384
OG0001790	fungus	1.25782298474416
OG0001795	fungus	1.71781628099643
OG0001799	fungus	4.11884426753243
OG0001801	fungus	2.31219600561855
OG0001802	fungus	2.61037632624733
OG0001804	fungus	1.62441749287831
OG0001811	fungus	1.16120532459322
OG0001823	fungus	4.7608851986096
OG0001824	fungus	1.12254249735164
OG0001827	fungus	1.71720994843141
OG0001839	fungus	2.82463225558522
OG0001844	fungus	6.07612977806904
OG0001860	fungus	3.12570101576444
OG0001861	fungus	2.12415773732689
OG0001869	fungus	2.11417685305692
OG0001870	fungus	1.52197597248942
OG0001877	fungus	3.01462903309283
OG0001881	fungus	6.1798217812778
OG0001890	fungus	2.46235938164753
OG0001892	fungus	1.76040660651316
OG0001893	fungus	1.64563120202842
OG0001894	fungus	2.01206280048594
OG0001909	fungus	2.89298886713233
OG0001910	fungus	1.15556980861682
OG0001914	fungus	1.15887425110737
OG0001923	fungus	1.6027180158843
OG0001924	fungus	1.07613207474095
OG0001926	fungus	9.41254956825705
OG0001928	fungus	6.9153024056338
OG0001929	fungus	2.31402787591568
OG0001933	fungus	4.87206257405164
OG0001936	fungus	1.1965049626737
OG0001939	fungus	3.32463707201509
OG0001941	fungus	1.12480054293138
OG0001944	fungus	1.80884824728294
OG0001953	fungus	1.64876755165558
OG0001956	fungus	1.8995920708851
OG0001960	fungus	1.80040604031031
OG0001973	fungus	1.99392248631604
OG0001976	fungus	2.44798553320978
OG0001985	fungus	8.3828789635098
OG0001991	fungus	1.77763752722073
OG0001998	fungus	2.26588589641895
OG0002007	fungus	1.65437313563631
OG0002008	fungus	1.19744575374358
OG0002011	fungus	2.79090618027652
OG0002023	fungus	1.08165979492603
OG0002032	fungus	3.14347478573923
OG0002033	fungus	1.28669095394376
OG0002045	fungus	8.67113292642387
OG0002051	fungus	2.75790424799984
OG0002052	fungus	1.92293052920115
OG0002055	fungus	2.06382055734125
OG0002057	fungus	2.09942275098163
OG0002061	fungus	2.50174581067441
OG0002064	fungus	2.36799943371122
OG0002072	fungus	2.15645732147398
OG0002075	fungus	1.69796051703082
OG0002077	fungus	1.98020712775206
OG0002091	fungus	1.92332028916127
OG0002093	fungus	1.66787880680148
OG0002099	fungus	9.91262779291876
OG0002102	fungus	2.62840790544691
OG0002126	fungus	1.63736278461795
OG0002130	fungus	2.50663590199509
OG0002139	fungus	1.79511698825561
OG0002145	fungus	1.47885776303208
OG0002148	fungus	4.67572614291624
OG0002150	fungus	2.5554337706769
OG0002151	fungus	2.18512344746779
OG0002153	fungus	1.61369760395174
OG0002157	fungus	1.84321284197012
OG0002164	fungus	1.10170145680846
OG0002179	fungus	1.00832320856661
OG0002199	fungus	1.73831845232089
OG0002203	fungus	8.26431657759183
OG0002207	fungus	3.18222471053972
OG0002220	fungus	2.56403946591112
OG0002223	fungus	1.86377113698809
OG0002231	fungus	2.36928216229409
OG0002232	fungus	3.51614371313745
OG0002239	fungus	4.63192778390841
OG0002240	fungus	1.20006556382839
OG0002245	fungus	2.48040488398677
OG0002256	fungus	2.83265420992235
OG0002261	fungus	1.11761365307474
OG0002278	fungus	10.6912304374794
OG0002279	fungus	2.93741784777541
OG0002282	fungus	1.68987788458716
OG0002285	fungus	1.70300317088406
OG0002294	fungus	1.25244669490977
OG0002300	fungus	1.41094019505576
OG0002308	fungus	1.36506477479174
OG0002310	fungus	2.32719127480114
OG0002313	fungus	8.51358838190988
OG0002316	fungus	1.97801750770312
OG0002318	fungus	1.25957525883889
OG0002319	fungus	5.62758815473524
OG0002325	fungus	2.45130731718244
OG0002331	fungus	1.92811312268469
OG0002332	fungus	2.12239100304242
OG0002334	fungus	3.25558029485449
OG0002335	fungus	5.63134807238016
OG0002342	fungus	4.59614166108122
OG0002354	fungus	2.06950053425705
OG0002363	fungus	1.66259723734256
OG0002372	fungus	4.38766661232226
OG0002377	fungus	1.37965359918952
OG0002381	fungus	2.66873573102537
OG0002388	fungus	1.56451493083693
OG0002389	fungus	1.51173258803596
OG0002391	fungus	5.5137212626574
OG0002404	fungus	1.50585443968026
OG0002408	fungus	2.0444687988034
OG0002409	fungus	3.82676232701862
OG0002413	fungus	1.46999321386745
OG0002414	fungus	2.74665512063454
OG0002420	fungus	1.65715209173945
OG0002423	fungus	1.53840093352307
OG0002447	fungus	1.48776761895602
OG0002448	fungus	3.13697856541369
OG0002449	fungus	1.07239541266289
OG0002459	fungus	2.8594885920221
OG0002463	fungus	1.32313935507693
OG0002464	fungus	1.08959284711077
OG0002469	fungus	1.53149257472201
OG0002471	fungus	1.78673106940313
OG0002473	fungus	2.18738841564918
OG0002481	fungus	3.21388924993298
OG0002483	fungus	1.97131523048715
OG0002484	fungus	7.02847155224621
OG0002492	fungus	1.63080928092745
OG0002516	fungus	8.25910154992152
OG0002520	fungus	2.37673229612799
OG0002521	fungus	9.11353429228999
OG0002522	fungus	10.2815512744673
OG0002525	fungus	2.97242325997212
OG0002527	fungus	3.39927929242384
OG0002528	fungus	5.90498655302945
OG0002529	fungus	1.73535063641636
OG0002531	fungus	1.75611069254179
OG0002532	fungus	1.58228282630952
OG0002536	fungus	1.27348421695182
OG0002537	fungus	2.5099706122751
OG0002540	fungus	4.41374784332095
OG0002542	fungus	1.98205068804227
OG0002552	fungus	2.01813528425064
OG0002553	fungus	2.63236251592895
OG0002556	fungus	1.7190456889027
OG0002563	fungus	2.96823635570087
OG0002569	fungus	2.21485624044029
OG0002573	fungus	1.73503611527966
OG0002575	fungus	1.83555923573551
OG0002576	fungus	1.97392363385083
OG0002579	fungus	2.41452045313745
OG0002605	fungus	2.46771347233156
OG0002607	fungus	2.85774281320332
OG0002611	fungus	2.62359579589195
OG0002616	fungus	2.33913770957553
OG0002632	fungus	2.16753541916989
OG0002633	fungus	9.86789285975541
OG0002635	fungus	1.61402747243765
OG0002637	fungus	1.27785880302144
OG0002641	fungus	3.73863897628682
OG0002646	fungus	2.71858669995814
OG0002657	fungus	1.43006235379355
OG0002661	fungus	8.69872472620887
OG0002664	fungus	1.90242301598218
OG0002667	fungus	2.91467238911975
OG0002671	fungus	1.679555412116
OG0002681	fungus	1.44206223028639
OG0002683	fungus	1.19033297824819
OG0002685	fungus	2.06326039928054
OG0002690	fungus	1.01129074479961
OG0002691	fungus	2.54690544385861
OG0002699	fungus	1.16460521788453
OG0002705	fungus	1.47002307914107
OG0002708	fungus	6.07422906239604
OG0002720	fungus	1.55828381218348
OG0002725	fungus	1.01035832083967
OG0002726	fungus	2.09754479385074
OG0002736	fungus	2.80251770047488
OG0002745	fungus	1.54707754505784
OG0002755	fungus	1.34490569333074
OG0002765	fungus	1.2891169553921
OG0002770	fungus	1.13415009057753
OG0002774	fungus	2.55167912493657
OG0002786	fungus	4.67487284777544
OG0002787	fungus	6.0849771065242
OG0002792	fungus	3.09565343164968
OG0002794	fungus	1.35324480824947
OG0002796	fungus	2.77928380997004
OG0002804	fungus	3.69167478046592
OG0002805	fungus	6.11171484093341
OG0002807	fungus	1.70165140036773
OG0002811	fungus	1.31642184544926
OG0002813	fungus	3.88832218992545
OG0002818	fungus	7.00607981282941
OG0002831	fungus	5.42890377462313
OG0002836	fungus	3.92828394746844
OG0002841	fungus	1.52369092737966
OG0002848	fungus	2.1330613230095
OG0002852	fungus	1.38770899514197
OG0002860	fungus	2.32443766866903
OG0002863	fungus	10.4756865239405
OG0002872	fungus	1.99000359178736
OG0002877	fungus	1.77766926967629
OG0002881	fungus	2.14315278334198
OG0002889	fungus	6.49868051167582
OG0002924	fungus	3.3523741936852
OG0002931	fungus	3.62232999492232
OG0002932	fungus	3.0875658381853
OG0002935	fungus	1.51945781140144
OG0002938	fungus	1.48522527453349
OG0002943	fungus	9.15239998438909
OG0002944	fungus	1.57958394166032
OG0002947	fungus	1.68673391586056
OG0002949	fungus	2.04663254117952
OG0002950	fungus	1.83895512588013
OG0002953	fungus	5.47923509974698
OG0002955	fungus	8.16547515330809
OG0002959	fungus	1.72643438549503
OG0002968	fungus	1.31540163262042
OG0002969	fungus	3.29768677125162
OG0002972	fungus	1.64946200256222
OG0002973	fungus	5.94166600456989
OG0002975	fungus	2.4682882868463
OG0002983	fungus	1.16088522479391
OG0002985	fungus	1.45401875333708
OG0002987	fungus	5.34764698472799
OG0002988	fungus	1.64524037328101
OG0002992	fungus	1.10746634184701
OG0002993	fungus	5.49780536309027
OG0002994	fungus	1.93988236015632
OG0003024	fungus	4.97662264127516
OG0003031	fungus	1.6748999382157
OG0003040	fungus	1.12381404191928
OG0003044	fungus	2.30459767576234
OG0003049	fungus	2.42390709866705
OG0003054	fungus	1.06925331149782
OG0003057	fungus	2.85890487185332
OG0003058	fungus	2.50562029164063
OG0003067	fungus	1.12240702798692
OG0003072	fungus	2.33448152375744
OG0003088	fungus	3.86762305040884
OG0003090	fungus	1.04978249352673
OG0003094	fungus	9.83603197263174
OG0003102	fungus	1.19297771376207
OG0003115	fungus	2.06361860178871
OG0003116	fungus	13.56620493388
OG0003130	fungus	1.27355196367422
OG0003132	fungus	1.5517233290959
OG0003134	fungus	3.51119808814778
OG0003144	fungus	2.00086906190582
OG0003148	fungus	2.91422145659162
OG0003154	fungus	8.87993835123371
OG0003156	fungus	1.24992870887452
OG0003161	fungus	1.07822853985728
OG0003163	fungus	9.65931856959984
OG0003176	fungus	5.7959271043157
OG0003177	fungus	1.75624964094332
OG0003191	fungus	1.87286434124733
OG0003192	fungus	4.77505501664565
OG0003202	fungus	2.29307854973482
OG0003207	fungus	2.43443714053133
OG0003209	fungus	1.39840914053679
OG0003218	fungus	1.1252587764708
OG0003220	fungus	1.42595928173192
OG0003223	fungus	2.21602782594165
OG0003230	fungus	1.58568997637552
OG0003231	fungus	4.31831965027384
OG0003233	fungus	1.9144406963332
OG0003234	fungus	3.25561679959356
OG0003238	fungus	1.06876973007262
OG0003240	fungus	12.0857754694199
OG0003244	fungus	5.59930200466514
OG0003263	fungus	3.26816404979362
OG0003265	fungus	2.29236672425633
OG0003269	fungus	1.77748341059026
OG0003273	fungus	3.28416949159981
OG0003275	fungus	1.83331325499842
OG0003277	fungus	1.37261789430877
OG0003283	fungus	3.05989685888796
OG0003295	fungus	1.31350064526268
OG0003313	fungus	3.288110247519
OG0003321	fungus	1.84849794465342
OG0003323	fungus	2.58338092631129
OG0003329	fungus	1.26018425253428
OG0003333	fungus	1.6889863392103
OG0003335	fungus	3.34316477404809
OG0003337	fungus	1.69378291987069
OG0003345	fungus	1.181204118634
OG0003357	fungus	2.91856251295099
OG0003358	fungus	2.89485019805691
OG0003366	fungus	2.89718842080407
OG0003388	fungus	1.36399035412334
OG0003393	fungus	1.98283456636843
OG0003394	fungus	1.91190556302006
OG0003398	fungus	3.10346743755531
OG0003399	fungus	1.27192294568299
OG0003402	fungus	2.7734175656562
OG0003403	fungus	1.65946991005669
OG0003407	fungus	2.39773958514903
OG0003412	fungus	3.57114398185301
OG0003416	fungus	1.69223579440378
OG0003418	fungus	1.27505948227476
OG0003421	fungus	1.99341072744776
OG0003425	fungus	9.19838130935397
OG0003428	fungus	2.52851349816889
OG0003433	fungus	5.85556962062816
OG0003435	fungus	2.0897124079113
OG0003437	fungus	1.65615331695144
OG0003438	fungus	1.61671680193481
OG0003439	fungus	1.00842578852365
OG0003442	fungus	2.47323915910171
OG0003443	fungus	2.96957034921087
OG0003453	fungus	1.55210252316162
OG0003454	fungus	2.08965551865748
OG0003456	fungus	1.96995470257373
OG0003462	fungus	8.47347252768436
OG0003468	fungus	1.10056911598061
OG0003474	fungus	1.5606188896711
OG0003477	fungus	1.22420621626051
OG0003480	fungus	8.66995766328399
OG0003483	fungus	5.31191504355113
OG0003490	fungus	2.04758730659735
OG0003491	fungus	2.26148670321207
OG0003492	fungus	1.79555523776845
OG0003494	fungus	1.69348591330554
OG0003495	fungus	1.90100771130959
OG0003496	fungus	1.31931731684818
OG0003501	fungus	1.79786376009915
OG0003502	fungus	2.69274685554234
OG0003504	fungus	3.25269835833724
OG0003513	fungus	3.64068895089214
OG0003515	fungus	1.47882064997632
OG0003516	fungus	1.36111721683959
OG0003521	fungus	12.9077952525893
OG0003537	fungus	1.79085474661214
OG0003556	fungus	2.07421893350139
OG0003557	fungus	1.87966480819139
OG0003571	fungus	1.70536866530571
OG0003584	fungus	2.47106754315722
OG0003592	fungus	4.29324503307073
OG0003597	fungus	1.5560623768957
OG0003600	fungus	2.17884636732504
OG0003602	fungus	1.33746951043763
OG0003609	fungus	1.29391718756393
OG0003625	fungus	2.60454736112277
OG0003626	fungus	1.26273357536114
OG0003629	fungus	1.19471298787957
OG0003632	fungus	1.29983330122631
OG0003638	fungus	2.29750946853688
OG0003641	fungus	3.14127311011668
OG0003643	fungus	5.28682767345293
OG0003645	fungus	2.82143747770616
OG0003646	fungus	7.69936976530634
OG0003650	fungus	2.76085544974902
OG0003656	fungus	3.38194232663465
OG0003657	fungus	2.80851771322731
OG0003671	fungus	11.8833703357779
OG0003674	fungus	6.64204082516305
OG0003676	fungus	1.81960482955168
OG0003699	fungus	5.86059992885632
OG0003700	fungus	1.92502136803594
OG0003705	fungus	1.77316096867602
OG0003709	fungus	2.18927289103444
OG0003717	fungus	1.17046448386278
OG0003723	fungus	1.45049023230002
OG0003724	fungus	1.29385230654094
OG0003727	fungus	2.82677822697496
OG0003730	fungus	2.66590583702096
OG0003731	fungus	3.38312973241305
OG0003734	fungus	6.70800100482457
OG0003735	fungus	1.98372128994778
OG0003737	fungus	1.19676118908614
OG0003741	fungus	1.80539574370993
OG0003743	fungus	6.08680597115255
OG0003750	fungus	3.25406492069534
OG0003752	fungus	1.94058650132674
OG0003756	fungus	1.72188864348965
OG0003757	fungus	2.52774685398793
OG0003767	fungus	4.8755157409323
OG0003768	fungus	4.25747563293809
OG0003769	fungus	1.85341517637983
OG0003771	fungus	1.04037072831607
OG0003775	fungus	1.78312472612504
OG0003777	fungus	1.87677916700978
OG0003794	fungus	1.47038800571655
OG0003798	fungus	1.15467209416178
OG0003800	fungus	1.43757535530301
OG0003809	fungus	1.60668666588469
OG0003817	fungus	5.30482532615257
OG0003837	fungus	3.88632235847105
OG0003841	fungus	4.80188439338377
OG0003842	fungus	6.21848467343583
OG0003844	fungus	2.39526268929725
OG0003848	fungus	1.22095062896855
OG0003855	fungus	3.21983379990984
OG0003856	fungus	2.8925004923059
OG0003857	fungus	1.97482325488511
OG0003859	fungus	2.68464173015904
OG0003860	fungus	2.76946399514061
OG0003863	fungus	1.32836709824073
OG0003866	fungus	1.63655134368678
OG0003870	fungus	1.2869085493027
OG0003872	fungus	1.93512967610492
OG0003889	fungus	2.15714199789064
OG0003892	fungus	11.1495592919623
OG0003908	fungus	7.48638748408615
OG0003912	fungus	1.90102458830333
OG0003915	fungus	1.6564777431633
OG0003927	fungus	1.10584833554297
OG0003929	fungus	1.91576182435481
OG0003930	fungus	1.16011611696873
OG0003937	fungus	2.51528433926979
OG0003942	fungus	1.69652548646216
OG0003958	fungus	1.52328633942891
OG0003963	fungus	2.36283394972086
OG0003972	fungus	3.3075740559228
OG0003977	fungus	10.2677995719404
OG0003993	fungus	1.02658033499816
OG0004015	fungus	8.68798539556356
OG0004016	fungus	1.22952782542944
OG0004021	fungus	1.02676796092186
OG0004024	fungus	1.67885387138569
OG0004025	fungus	1.08331076528164
OG0004028	fungus	1.54426459317548
OG0004030	fungus	2.21961926542297
OG0004032	fungus	1.60245486101637
OG0004045	fungus	1.36179202049099
OG0004047	fungus	1.28056219480988
OG0004060	fungus	9.37798277497474
OG0004069	fungus	1.48369424142282
OG0004071	fungus	1.86276967343057
OG0004073	fungus	2.51026932340422
OG0004078	fungus	8.23221390222161
OG0004083	fungus	1.43271915934596
OG0004093	fungus	1.46239817062218
OG0004094	fungus	1.44034878448907
OG0004096	fungus	2.60785416234823
OG0004098	fungus	2.38400931678722
OG0004100	fungus	2.5501415680223
OG0004101	fungus	2.0307497292352
OG0004102	fungus	1.9094024563502
OG0004106	fungus	2.6074434600053
OG0004107	fungus	2.171158763818
OG0004108	fungus	2.4833563519935
OG0004116	fungus	8.42528510226637
OG0004118	fungus	2.43900679102432
OG0004123	fungus	1.79553676888183
OG0004125	fungus	4.49364089126647
OG0004127	fungus	2.61684601248588
OG0004131	fungus	1.80608483618656
OG0004140	fungus	9.15682010343998
OG0004143	fungus	9.44008349144897
OG0004171	fungus	2.04120083918195
OG0004172	fungus	1.51655028091271
OG0004181	fungus	2.40204279237035
OG0004188	fungus	1.18399217935361
OG0004190	fungus	1.23122237164499
OG0004193	fungus	2.8426143676049
OG0004195	fungus	2.06344676200446
OG0004205	fungus	2.17856314537124
OG0004218	fungus	5.81696519678789
OG0004220	fungus	1.73912694211714
OG0004231	fungus	2.03907668313418
OG0004234	fungus	2.63101287506894
OG0004236	fungus	6.18051612138044
OG0004242	fungus	2.49469028955869
OG0004243	fungus	1.40571491352219
OG0004249	fungus	6.10315040083317
OG0004252	fungus	1.49295023886051
OG0004254	fungus	2.09587204589925
OG0004256	fungus	2.17089553887064
OG0004257	fungus	1.22502548100997
OG0004262	fungus	2.57756086281646
OG0004267	fungus	2.22865567034956
OG0004270	fungus	2.12937396572914
OG0004274	fungus	1.46035061775887
OG0004281	fungus	1.03981624293681
OG0004284	fungus	2.76127021574792
OG0004287	fungus	1.88062016477755
OG0004288	fungus	1.63181045904231
OG0004289	fungus	8.52926632994009
OG0004298	fungus	1.47546732393791
OG0004312	fungus	1.0589623622714
OG0004315	fungus	1.61810065684037
OG0004316	fungus	2.16148453866102
OG0004324	fungus	7.25027115886318
OG0004346	fungus	1.24972475991324
OG0004347	fungus	1.00486313791046
OG0004348	fungus	1.52137287474523
OG0004349	fungus	1.38473614482399
OG0004351	fungus	1.60972679248962
OG0004352	fungus	1.56750207347489
OG0004354	fungus	1.47076917885563
OG0004363	fungus	2.54212176141799
